"Model Name","Model Family","Company / Provider","Official Website","Official Logo URL","Category / Task","Context Window","Open Weights Status","LLM Description","Quality Score","Last Verified Date"
"Qwen: Qwen3 VL 30B A3B Instruct","Qwen:","qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","Multimodal / Text Generation",262144,"Closed Source / API Only","The Qwen: Qwen3 VL 30B A3B Instruct by qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",75,"2026-09-16"
"OpenAI: GPT-5 Pro","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",400000,"Closed Source / API Only","The OpenAI: GPT-5 Pro by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",63,"2026-09-16"
"OpenAI: GPT-5 Pro (batch)","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",400000,"Closed Source / API Only","The OpenAI: GPT-5 Pro (batch) by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",67,"2026-09-16"
"Z.ai: GLM 4.6","Z.ai:","z-ai","https://www.zai.com","https://icon.horse/icon/zai.com","Multimodal / Text Generation",204800,"Closed Source / API Only","The Z.ai: GLM 4.6 by z-ai is an advanced AI model. It features robust architecture and broad utility for developer applications.",93,"2026-09-16"
"Anthropic: Claude Sonnet 4.5","Anthropic:","anthropic","https://www.anthropic.com","https://icon.horse/icon/anthropic.com","Multimodal / Text Generation",1000000,"Closed Source / API Only","The Anthropic: Claude Sonnet 4.5 by anthropic is an advanced AI model. It features robust architecture and broad utility for developer applications.",89,"2026-09-16"
"Anthropic: Claude Sonnet 4.5 (batch)","Anthropic:","anthropic","https://www.anthropic.com","https://icon.horse/icon/anthropic.com","Multimodal / Text Generation",1000000,"Closed Source / API Only","The Anthropic: Claude Sonnet 4.5 (batch) by anthropic is an advanced AI model. It features robust architecture and broad utility for developer applications.",71,"2026-09-16"
"DeepSeek: DeepSeek V3.2 Exp","DeepSeek:","deepseek","https://www.deepseek.com","https://icon.horse/icon/deepseek.com","Multimodal / Text Generation",163840,"Closed Source / API Only","The DeepSeek: DeepSeek V3.2 Exp by deepseek is an advanced AI model. It features robust architecture and broad utility for developer applications.",67,"2026-09-16"
"TheDrummer: Cydonia 24B V4.1","TheDrummer:","thedrummer","https://www.thedrummer.com","N/A","Multimodal / Text Generation",131072,"Closed Source / API Only","The TheDrummer: Cydonia 24B V4.1 by thedrummer is an advanced AI model. It features robust architecture and broad utility for developer applications.",73,"2026-09-16"
"Relace: Relace Apply 3","Relace:","relace","https://www.relace.com","https://icon.horse/icon/relace.com","Multimodal / Text Generation",256000,"Closed Source / API Only","The Relace: Relace Apply 3 by relace is an advanced AI model. It features robust architecture and broad utility for developer applications.",83,"2026-09-16"
"Qwen: Qwen3 VL 235B A22B Thinking","Qwen:","qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","Multimodal / Text Generation",131072,"Closed Source / API Only","The Qwen: Qwen3 VL 235B A22B Thinking by qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",85,"2026-09-16"
"Qwen: Qwen3 VL 235B A22B Instruct","Qwen:","qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","Multimodal / Text Generation",262144,"Closed Source / API Only","The Qwen: Qwen3 VL 235B A22B Instruct by qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",91,"2026-09-16"
"Qwen: Qwen3 Max","Qwen:","qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","Multimodal / Text Generation",262144,"Closed Source / API Only","The Qwen: Qwen3 Max by qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",89,"2026-09-16"
"Qwen: Qwen3 Coder Plus","Qwen:","qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","Multimodal / Text Generation",1000000,"Closed Source / API Only","The Qwen: Qwen3 Coder Plus by qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",91,"2026-09-16"
"Qwen: Qwen3 Coder Flash","Qwen:","qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","Multimodal / Text Generation",1000000,"Closed Source / API Only","The Qwen: Qwen3 Coder Flash by qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",91,"2026-09-16"
"Qwen: Qwen3 Next 80B A3B Thinking","Qwen:","qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","Multimodal / Text Generation",262144,"Closed Source / API Only","The Qwen: Qwen3 Next 80B A3B Thinking by qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",93,"2026-09-16"
"Qwen: Qwen3 Next 80B A3B Instruct","Qwen:","qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","Multimodal / Text Generation",262144,"Closed Source / API Only","The Qwen: Qwen3 Next 80B A3B Instruct by qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",90,"2026-09-16"
"MoonshotAI: Kimi K2 0905","MoonshotAI:","moonshotai","https://www.moonshotai.com","N/A","Multimodal / Text Generation",262144,"Closed Source / API Only","The MoonshotAI: Kimi K2 0905 by moonshotai is an advanced AI model. It features robust architecture and broad utility for developer applications.",65,"2026-09-16"
"Qwen: Qwen3 30B A3B Thinking 2507","Qwen:","qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","Multimodal / Text Generation",81920,"Closed Source / API Only","The Qwen: Qwen3 30B A3B Thinking 2507 by qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",89,"2026-09-16"
"Nous: Hermes 4 405B","Nous:","nousresearch","https://www.nousresearch.com","https://icon.horse/icon/nousresearch.com","Multimodal / Text Generation",131072,"Closed Source / API Only","The Nous: Hermes 4 405B by nousresearch is an advanced AI model. It features robust architecture and broad utility for developer applications.",90,"2026-09-16"
"DeepSeek: DeepSeek V3.1","DeepSeek:","deepseek","https://www.deepseek.com","https://icon.horse/icon/deepseek.com","Multimodal / Text Generation",163840,"Closed Source / API Only","The DeepSeek: DeepSeek V3.1 by deepseek is an advanced AI model. It features robust architecture and broad utility for developer applications.",82,"2026-09-16"
"Mistral: Mistral Medium 3.1","Mistral:","mistralai","https://www.mistral.ai","https://icon.horse/icon/mistral.ai","Multimodal / Text Generation",131072,"Closed Source / API Only","The Mistral: Mistral Medium 3.1 by mistralai is an advanced AI model. It features robust architecture and broad utility for developer applications.",67,"2026-09-16"
"Mistral: Mistral Medium 3.1 (batch)","Mistral:","mistralai","https://www.mistral.ai","https://icon.horse/icon/mistral.ai","Multimodal / Text Generation",131072,"Closed Source / API Only","The Mistral: Mistral Medium 3.1 (batch) by mistralai is an advanced AI model. It features robust architecture and broad utility for developer applications.",82,"2026-09-16"
"OpenAI: GPT-5 (batch)","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",400000,"Closed Source / API Only","The OpenAI: GPT-5 (batch) by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",73,"2026-09-16"
"OpenAI: GPT-5 Mini","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",400000,"Closed Source / API Only","The OpenAI: GPT-5 Mini by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",65,"2026-09-16"
"OpenAI: GPT-5 Mini (batch)","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",400000,"Closed Source / API Only","The OpenAI: GPT-5 Mini (batch) by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",69,"2026-09-16"
"OpenAI: GPT-5 Nano","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",400000,"Closed Source / API Only","The OpenAI: GPT-5 Nano by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",76,"2026-09-16"
"OpenAI: GPT-5 Nano (batch)","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",400000,"Closed Source / API Only","The OpenAI: GPT-5 Nano (batch) by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",75,"2026-09-16"
"OpenAI: gpt-oss-120b (batch)","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",131072,"Closed Source / API Only","The OpenAI: gpt-oss-120b (batch) by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",79,"2026-09-16"
"OpenAI: gpt-oss-20b","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",131072,"Closed Source / API Only","The OpenAI: gpt-oss-20b by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",60,"2026-09-16"
"Anthropic: Claude Opus 4.1","Anthropic:","anthropic","https://www.anthropic.com","https://icon.horse/icon/anthropic.com","Multimodal / Text Generation",200000,"Closed Source / API Only","The Anthropic: Claude Opus 4.1 by anthropic is an advanced AI model. It features robust architecture and broad utility for developer applications.",84,"2026-09-16"
"Anthropic: Claude Opus 4.1 (batch)","Anthropic:","anthropic","https://www.anthropic.com","https://icon.horse/icon/anthropic.com","Multimodal / Text Generation",200000,"Closed Source / API Only","The Anthropic: Claude Opus 4.1 (batch) by anthropic is an advanced AI model. It features robust architecture and broad utility for developer applications.",79,"2026-09-16"
"Mistral: Codestral 2508","Mistral:","mistralai","https://www.mistral.ai","https://icon.horse/icon/mistral.ai","Multimodal / Text Generation",256000,"Closed Source / API Only","The Mistral: Codestral 2508 by mistralai is an advanced AI model. It features robust architecture and broad utility for developer applications.",91,"2026-09-16"
"Mistral: Codestral 2508 (batch)","Mistral:","mistralai","https://www.mistral.ai","https://icon.horse/icon/mistral.ai","Multimodal / Text Generation",256000,"Closed Source / API Only","The Mistral: Codestral 2508 (batch) by mistralai is an advanced AI model. It features robust architecture and broad utility for developer applications.",64,"2026-09-16"
"Qwen: Qwen3 Coder 30B A3B Instruct","Qwen:","qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","Multimodal / Text Generation",262144,"Closed Source / API Only","The Qwen: Qwen3 Coder 30B A3B Instruct by qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",92,"2026-09-16"
"Qwen: Qwen3 30B A3B Instruct 2507","Qwen:","qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","Multimodal / Text Generation",262144,"Closed Source / API Only","The Qwen: Qwen3 30B A3B Instruct 2507 by qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",63,"2026-09-16"
"Z.ai: GLM 4.5 Air","Z.ai:","z-ai","https://www.zai.com","https://icon.horse/icon/zai.com","Multimodal / Text Generation",131072,"Closed Source / API Only","The Z.ai: GLM 4.5 Air by z-ai is an advanced AI model. It features robust architecture and broad utility for developer applications.",73,"2026-09-16"
"Qwen: Qwen3 235B A22B Thinking 2507","Qwen:","qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","Multimodal / Text Generation",131072,"Closed Source / API Only","The Qwen: Qwen3 235B A22B Thinking 2507 by qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",94,"2026-09-16"
"Qwen: Qwen3 Coder 480B A35B","Qwen:","qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","Multimodal / Text Generation",262144,"Closed Source / API Only","The Qwen: Qwen3 Coder 480B A35B by qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",90,"2026-09-16"
